微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I2tzZmCKR,大公報-大公網,大公報-大公網:【李嘉诚透过发言人回应刊登广告事宜】今日（16日）香港多份报章出现以“一个香港市民李嘉诚”名义刊登的广告，至少有两款。一款为“正如我之前讲过：‘黄台之瓜，何堪再摘。’”。另一款为反暴力标志，右边写“爱中国·爱香港·爱自己”，左边写“爱自由·爱包容·爱法治”，上边写“最好的因 可成最坏的果”，下边写“以爱之义 止息怒愤”。李嘉诚曾在2016年的长和业绩记者会上，引用同一诗句，来比喻香港的处境，呼吁“不要再伤害香港”。三年后的今天，他用同一句话来形容当下局势，到底有何用意呢？根据较早前的约定，李嘉诚今日（16日）会就刊登广告一事作出回应，记者约5点30分来到李嘉诚位于深水湾的寓所外等待。7点左右保安人员向记者索要卡片做登记。7点45分左右有管家出来告知记者李嘉诚不会接受采访，请记者不用再等待，并赠送记者每人一瓶水。8点18分左右李嘉诚座驾离开寓所，并拉上窗帘，未对刊登广告事宜作出回应。稍后，李嘉诚透过发言人表示，香港长期繁荣稳定系于“一国两制”行稳致远。今日香港，要停止暴力，坚守法治 。时间的长河看不到尽头，人生的路走不回头。“爱中国、爱香港、爱自己”，大家一定要以爱之义，止息怒愤，对“一国两制”，以谦和而珍之。 对于为何刊登两个不同广告？李嘉诚表示，基于目前香港形势复杂，难以用单一语言或沟通方法回应，“应以何身得度者，即现何身而为之说法”。 而对于政府和年轻人的看法，李嘉诚则说，现时年轻人给政府的声音和讯息震耳欲聋，政府已在绞尽脑汁。他投放资源在青年工作，永不后悔，因为投资青年，就是投资未来。不要让今天的激情，成为明天的遗憾。（大公文汇全媒体） http://t.cn/AiHlX8GK http://t.cn/AiHlClpt ,无,无,2019-08-16 13:19 ,专业版微博,170,78,8
I2tzUCq1V,洛克道大棒槌,洛克道大棒槌:我说过只要没有一国一制，香港永远都有巨大的价值，一家维京群岛公司并带有信托结构，除了那些鸟不拉屎的小国家和小银行，谁能帮我想一个比香港更好的地方？想不出来吧 银行和跨国机构赚钱，我占小便宜，大佬占大便宜，香港的巨大价值和普通香港人没有半条毛关系，这也是香港普通人有这么多不满的原因之一，贫富差距和生活压力都很大。既得利益者包括我这样的小既得利益者其实想法都很现实，都不想香港人对我们发难，更不想香港受中央控制，所以你们这班废青就去搞别人就好，既发泄了不满，同时也会哭的孩子有奶吃，让中央对香港多点照顾，好让我们可以多占点便宜，大佬都在暗地里推波助澜。 [组图共2张] 原图 ,无,无,2019-08-16 13:18 ,iPhone 7 Plus,1,0,3
I2tzNAHeN,熊人的那些事_G1级,熊人的那些事_G1级:内行看门道，外行看热闹……都请冷静思考！ 中报视频的秒拍视频  ,无,无,2019-08-16 13:18,无,36,20,4
I2tziwJpH,TripleSix电子竞技俱乐部,"TripleSix电子竞技俱乐部:阿德莱德大学和南澳大学的中国留学生有点猛啊 。香港留学生：Hong Kong stay strong""中国留学生：""CNMB""😂😂😂#我也支持香港警察##14亿人撑香港# 苏州·苏化科技园 TripleSix电子竞技俱乐部的微博视频  显示地图 ",无,#14亿人撑香港#,2019-08-16 13:17 ,iPhone客户端,132,16,15
I2tz8dugc,综艺不打混,综艺不打混:#亚马逊回应T恤事件##5人涉嫌侮辱国旗被香港警方拘捕#无语，都是被扒出来后才道歉，某些平台和品牌真是够了！官媒严正警告美国：中国早已不是1842年的中国 香港是中国的香港！  官媒严正警告美国：中国早已不是1842年的中国 香港是中国的香港  ,无,无,2019-08-16 13:17 ,YOUKU精选视频,5,1,0
I2tyWFX1l,as-bershake,as-bershake:#香港是中国的香港##香港永远是中国的一部分# 澳大利亚·阿德莱德 as-bershake的微博视频  显示地图 ,无,#香港永远是中国的一部分#,2019-08-16 13:16 ,iPhone客户端,45,3,12
I2tyIce4y,Who_Dis_,Who_Dis_:我们学校也学一学啊！#香港是中国的香港##香港永远是中国的一部分##14亿人撑香港# Who_Dis_的微博视频  ,无,无,2019-08-16 13:15 ,iPhone 8 Plus,30,2,3
I2tyr5AEP,三班长-向着军旗敬礼,三班长-向着军旗敬礼:#香港各界支持止暴制乱#这个视频对于香港近几日的废青真形象。 PS:给你点狗脸了，不知道自己姓啥了。三班长-向着军旗敬礼的微博视频  ,无,无,2019-08-16 13:15 ,前置双摄vivo X9Plus,31,5,6
I2tyl8A8m,当代生活报,当代生活报:【香港市民#李嘉诚发声#】今日，香港多家媒体刊登落款为“一个香港市民李嘉诚”的头版整版广告。声明中写“以爱之义 止息愤怒”，以此反对暴力。 （人民日报）  [组图共3张] 原图 ,无,无,2019-08-16 13:15 ,微博 weibo.com,5,0,0
I2ty6mGFY,台湾热点视频,台湾热点视频:【香港警方：已拘捕748人 警署受到76次包围和袭击 】 8月15日香港警方召开记者会，公布最近行动的最新进展。警方表示自6月9日至8月14日，示威者前后共76次包围或袭击警署；共177名警务人员受伤；警方共拘捕748人，当中115人被检控。 燃新闻的秒拍视频  ,无,无,2019-08-16 13:14 ,iPhone 7,8,0,1
I2ty08VC4,完颜sir,完颜sir:#反暴力护香港#大帝说：对恐怖分子无需活捉，可直接就地击毙 完颜sir的微博视频  ,无,无,2019-08-16 13:14 ,iPhone客户端,171,11,10
I2txeknVw,惊悚放映室,惊悚放映室:《猛鬼差馆》#张学友#打僵尸，全程笑点不断，一部香港喜剧恐怖片！！#恐怖电影# 惊悚放映室的微博视频  ,无,无,2019-08-16 13:12 ,微博网页,9,1,2
I2ty08VC4,完颜sir,完颜sir:#反暴力护香港#大帝说：对恐怖分子无需活捉，可直接就地击毙 完颜sir的微博视频  ,无,无,2019-08-16 13:14 ,iPhone客户端,171,11,10
I2txeknVw,惊悚放映室,惊悚放映室:《猛鬼差馆》#张学友#打僵尸，全程笑点不断，一部香港喜剧恐怖片！！#恐怖电影# 惊悚放映室的微博视频  ,无,无,2019-08-16 13:12 ,微博网页,9,1,2
I2tx9xAAK,币圈黄埔军校,币圈黄埔军校:#驻英大使记者会播香港局势短片#香港市民怒怼港独:你不喜欢做中国人，可以离开我们中国人的地方 币圈黄埔军校的微博视频  ,无,无,2019-08-16 13:12 ,iPhone 8 Plus,90,3,4
I2tx29OZw,投行泰山,投行泰山:业内前辈：中午看到这个，不免感慨，别看大陆爱国者众多，但论中国文化的积淀，还是台湾香港更好些。爱国者深以为荣的“厉害了，我的国”，就如同笑话里说的，看到美景大喊“卧槽，真美”，绝不会说出啥啥齐飞啥啥一色的。李的这个广告，乍看是说给那些走上街头的港青们不要毁了香港，细一想，用的典故却是告诉母亲，不要对自己子女赶尽杀绝。中华文字，博大精深！ [组图共4张] 原图 ,无,无,2019-08-16 13:11 ,iPhone XS Max,98,136,84
I2twN7TBZ,广闻博见V,广闻博见V:【爱中国爱香港，我深深热爱祖国的每一片土地】有香港记者问老李，为什么要发两个不同的广告？回答是：基于目前香港形势复杂，难以用单一语言或沟通方法回应。「应以何身得度者，即现何身而为之说法」。有港人经过拆解，居然，是藏头诗？  [组图共3张] 原图 ,无,无,2019-08-16 13:11 ,iPhone XS Max,49,10,67
I2twIESEO,一朵小森林,一朵小森林:#联播重磅评香港透露了什么#究其原因这并不是一场游行，而是一起有预谋，内外勾结的乱港游行，这种行径令人所不齿。已经切身影响到香港的发展，阻滞了谁会发展和日常出行。 一朵小森林的微博视频  ,无,无,2019-08-16 13:11 ,iPhone 7 Plus,82,7,4
I2twA7LuY,FightingDarren,FightingDarren:墨尔本大学教授三观也太正了，直言香港是中国的一部分！！废青还要在墨大搞港独游行，醒醒吧！国外出差远程顶祖国！#香港是中国的香港##香港是中国香港# 吉尔吉斯斯坦 FightingDarren的微博视频  显示地图 ,无,#香港是中国香港#,2019-08-16 13:10 ,iPhone,152,10,0
I2twx8wFJ,Dean土澳咸哥,Dean土澳咸哥:#出国留学[超话]#点赞墨尔本大学，墨尔本大学给学生做的关于香港问题的专题讲座，反复强调香港是中国的一部分。大学就应该这样，教给学生最正确的三观。#教育##澳洲留学# Dean土澳咸哥的微博视频  ,无,无,2019-08-16 13:10 ,出国留学超话,52,3,0
I2twdkOjN,卡洛伊的日常不安,卡洛伊的日常不安:#香港永远是中国的一部分# 🌟#香港是中国的香港# 条理清晰 不卑不亢 千言万语只道一句姐妹牛逼！！！！！！拿头担保 都给我进来看！！！！ 澳大利亚·阿德莱德 卡洛伊的日常不安的微博视频  显示地图 ,无,#香港是中国的香港#,2019-08-16 13:09 ,iPhone 7 Plus,11,2,2
I2tw81hLf,帝吧官微,帝吧官微:两个港独废青的笑话，一个是废青今天发起的“瘫痪金融”运动，已经成功取出150万港币，还不够在香港买个车位。另一个是有帝吧网友去搅屎棍港独议员林卓廷主页留言“帝吧出征，寸草不生”，被其回复“帝吧早已解散了”，笑倒一堆网友。上梁不正下梁歪，哎#守护香港##香港是中国香港#  [组图共6张] 原图 ,无,无,2019-08-16 13:09 ,中华有为Android,1217,104,477
I2tw81hLf,帝吧官微,帝吧官微:两个港独废青的笑话，一个是废青今天发起的“瘫痪金融”运动，已经成功取出150万港币，还不够在香港买个车位。另一个是有帝吧网友去搅屎棍港独议员林卓廷主页留言“帝吧出征，寸草不生”，被其回复“帝吧早已解散了”，笑倒一堆网友。上梁不正下梁歪，哎#守护香港##香港是中国香港#  [组图共6张] 原图 ,无,无,2019-08-16 13:09 ,中华有为Android,1218,104,477
I2tvUrFVz,同行中的我,同行中的我:#亚马逊回应T恤事件##我们都有一个爱豆名字叫阿中##饭圈女孩出征# 香港的废青们，当政府的福利尚未派现时，有人就已经打算收割你们的智商税了，好自为之吧  [组图共6张] 原图 ,无,无,2019-08-16 13:09,无,28,1,6
I2tv1dyvs,小格子Scarlett,小格子Scarlett:#香港永远是中国的一部分# 朋友圈看到的，阿德莱德的内地学生太给劲了，太争气了。如果有人觉得不合适，我马上删掉。  小格子Scarlett的微博视频 澳大利亚·墨尔本  显示地图 ,无,#香港永远是中国的一部分#,2019-08-16 13:06 ,iPhone 8,197,9,52
I2tuPmkws,Who_Dis_,Who_Dis_:我真的笑麻了哈哈哈哈哈#香港是中国的香港##香港永远是中国的一部分##我也支持香港警察# Who_Dis_的微博视频  ,无,无,2019-08-16 13:06 ,iPhone 8 Plus,61,15,11
I2tuHpprV,T2Diamond,T2Diamond:#T2钻石赛[超话]#💎T2 发球挑战💎👀看中国香港选手@黃鎮廷0907 的一炮双响💥💥 T2Diamond的微博视频  ,无,无,2019-08-16 13:06 ,T2钻石赛超话,25,10,9
I2tuFDpHQ,澳洲红领巾微博,澳洲红领巾微博:哈哈哈哈哈……今天在澳洲南澳某大学，港独一句“stay strong” 在场中国留学生一句 CNMB！虽然看的有点不堪入眼，但是还是觉得很燃 #香港##港独# 澳洲红领巾微博的微博视频  ,无,无,2019-08-16 13:06 ,iPhone客户端,113,18,58
I2tuhnySB,新浪视频,"新浪视频:【用爱感化！香港阿Sir唐僧式""喊话""劝示威者离去】 近日网传一段影片，一名香港警员以磁性声线，用广播呼吁乱港分子离开。阿Sir一直温柔劝解，更在最后灵魂质问：逃跑的时候旁边的人记得你吗？你跑得快吗？不快就快点离开！#阿sir唐僧式劝示威者#中青网新闻中心的微博视频  ",无,无,2019-08-16 13:05 ,微博 weibo.com,645,226,70
I2tu75DPm,李檬萌-,李檬萌-:#中国[超话]##5人涉嫌侮辱国旗被香港警方拘捕# 多么整齐的CNMB留学生们好样的！！ 李檬萌-的微博视频  ,无,无,2019-08-16 13:04 ,中国超话,1243,314,305
I2ttTrrzZ,剧扒娱乐,剧扒娱乐:#宋茜ins#宋茜今天勇敢发声#香港是中国的香港# 爱中国，爱香港💪🏻香港是中国的香港，是不需要理由解释的正义所在、真理所依。中国一点都不能少，支持宋茜 #女生超显腿长穿搭#剧扒娱乐的微博视频  ,无,无,2019-08-16 13:04 ,热心吃瓜群众,56,5,6
I2tz8dugc,综艺不打混,综艺不打混:#亚马逊回应T恤事件##5人涉嫌侮辱国旗被香港警方拘捕#无语，都是被扒出来后才道歉，某些平台和品牌真是够了！官媒严正警告美国：中国早已不是1842年的中国 香港是中国的香港！  官媒严正警告美国：中国早已不是1842年的中国 香港是中国的香港  ,无,无,2019-08-16 13:17 ,YOUKU精选视频,5,1,0
I2tyWFX1l,as-bershake,as-bershake:#香港是中国的香港##香港永远是中国的一部分# 澳大利亚·阿德莱德 as-bershake的微博视频  显示地图 ,无,#香港永远是中国的一部分#,2019-08-16 13:16 ,iPhone客户端,45,3,12
I2tyIce4y,Who_Dis_,Who_Dis_:我们学校也学一学啊！#香港是中国的香港##香港永远是中国的一部分##14亿人撑香港# Who_Dis_的微博视频  ,无,无,2019-08-16 13:15 ,iPhone 8 Plus,30,2,3
I2tyr5AEP,三班长-向着军旗敬礼,三班长-向着军旗敬礼:#香港各界支持止暴制乱#这个视频对于香港近几日的废青真形象。 PS:给你点狗脸了，不知道自己姓啥了。三班长-向着军旗敬礼的微博视频  ,无,无,2019-08-16 13:15 ,前置双摄vivo X9Plus,31,5,6
I2tyl8A8m,当代生活报,当代生活报:【香港市民#李嘉诚发声#】今日，香港多家媒体刊登落款为“一个香港市民李嘉诚”的头版整版广告。声明中写“以爱之义 止息愤怒”，以此反对暴力。 （人民日报）  [组图共3张] 原图 ,无,无,2019-08-16 13:15 ,微博 weibo.com,5,0,0
I2ty6mGFY,台湾热点视频,台湾热点视频:【香港警方：已拘捕748人 警署受到76次包围和袭击 】 8月15日香港警方召开记者会，公布最近行动的最新进展。警方表示自6月9日至8月14日，示威者前后共76次包围或袭击警署；共177名警务人员受伤；警方共拘捕748人，当中115人被检控。 燃新闻的秒拍视频  ,无,无,2019-08-16 13:14 ,iPhone 7,8,0,1
I2ty08VC4,完颜sir,完颜sir:#反暴力护香港#大帝说：对恐怖分子无需活捉，可直接就地击毙 完颜sir的微博视频  ,无,无,2019-08-16 13:14 ,iPhone客户端,171,11,10
I2txeknVw,惊悚放映室,惊悚放映室:《猛鬼差馆》#张学友#打僵尸，全程笑点不断，一部香港喜剧恐怖片！！#恐怖电影# 惊悚放映室的微博视频  ,无,无,2019-08-16 13:12 ,微博网页,9,1,2
I2tx9xAAK,币圈黄埔军校,币圈黄埔军校:#驻英大使记者会播香港局势短片#香港市民怒怼港独:你不喜欢做中国人，可以离开我们中国人的地方 币圈黄埔军校的微博视频  ,无,无,2019-08-16 13:12 ,iPhone 8 Plus,90,3,4
I2tx29OZw,投行泰山,投行泰山:业内前辈：中午看到这个，不免感慨，别看大陆爱国者众多，但论中国文化的积淀，还是台湾香港更好些。爱国者深以为荣的“厉害了，我的国”，就如同笑话里说的，看到美景大喊“卧槽，真美”，绝不会说出啥啥齐飞啥啥一色的。李的这个广告，乍看是说给那些走上街头的港青们不要毁了香港，细一想，用的典故却是告诉母亲，不要对自己子女赶尽杀绝。中华文字，博大精深！ [组图共4张] 原图 ,无,无,2019-08-16 13:11 ,iPhone XS Max,317,136,84
I2twN7TBZ,广闻博见V,广闻博见V:【爱中国爱香港，我深深热爱祖国的每一片土地】有香港记者问老李，为什么要发两个不同的广告？回答是：基于目前香港形势复杂，难以用单一语言或沟通方法回应。「应以何身得度者，即现何身而为之说法」。有港人经过拆解，居然，是藏头诗？  [组图共3张] 原图 ,无,无,2019-08-16 13:11 ,iPhone XS Max,49,10,67
I2twIESEO,一朵小森林,一朵小森林:#联播重磅评香港透露了什么#究其原因这并不是一场游行，而是一起有预谋，内外勾结的乱港游行，这种行径令人所不齿。已经切身影响到香港的发展，阻滞了谁会发展和日常出行。 一朵小森林的微博视频  ,无,无,2019-08-16 13:11 ,iPhone 7 Plus,82,7,4
I2twA7LuY,FightingDarren,FightingDarren:墨尔本大学教授三观也太正了，直言香港是中国的一部分！！废青还要在墨大搞港独游行，醒醒吧！国外出差远程顶祖国！#香港是中国的香港##香港是中国香港# 吉尔吉斯斯坦 FightingDarren的微博视频  显示地图 ,无,#香港是中国香港#,2019-08-16 13:10 ,iPhone,152,10,0
I2twx8wFJ,Dean土澳咸哥,Dean土澳咸哥:#出国留学[超话]#点赞墨尔本大学，墨尔本大学给学生做的关于香港问题的专题讲座，反复强调香港是中国的一部分。大学就应该这样，教给学生最正确的三观。#教育##澳洲留学# Dean土澳咸哥的微博视频  ,无,无,2019-08-16 13:10 ,出国留学超话,52,3,0
I2twdkOjN,卡洛伊的日常不安,卡洛伊的日常不安:#香港永远是中国的一部分# 🌟#香港是中国的香港# 条理清晰 不卑不亢 千言万语只道一句姐妹牛逼！！！！！！拿头担保 都给我进来看！！！！ 澳大利亚·阿德莱德 卡洛伊的日常不安的微博视频  显示地图 ,无,#香港是中国的香港#,2019-08-16 13:09 ,iPhone 7 Plus,11,2,2
I2tw81hLf,帝吧官微,帝吧官微:两个港独废青的笑话，一个是废青今天发起的“瘫痪金融”运动，已经成功取出150万港币，还不够在香港买个车位。另一个是有帝吧网友去搅屎棍港独议员林卓廷主页留言“帝吧出征，寸草不生”，被其回复“帝吧早已解散了”，笑倒一堆网友。上梁不正下梁歪，哎#守护香港##香港是中国香港#  [组图共6张] 原图 ,无,无,2019-08-16 13:09 ,中华有为Android,1221,105,477
I2tvUrFVz,同行中的我,同行中的我:#亚马逊回应T恤事件##我们都有一个爱豆名字叫阿中##饭圈女孩出征# 香港的废青们，当政府的福利尚未派现时，有人就已经打算收割你们的智商税了，好自为之吧  [组图共6张] 原图 ,无,无,2019-08-16 13:09,无,28,1,6
I2tv1dyvs,小格子Scarlett,小格子Scarlett:#香港永远是中国的一部分# 朋友圈看到的，阿德莱德的内地学生太给劲了，太争气了。如果有人觉得不合适，我马上删掉。  小格子Scarlett的微博视频 澳大利亚·墨尔本  显示地图 ,无,#香港永远是中国的一部分#,2019-08-16 13:06 ,iPhone 8,197,9,52
